"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Spain","ESP","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","24.2037696838379","24.2318897247314","21.5167198181152","","","","18.3448390960693","16.3037490844727","25.2850399017334","21.2068405151367","","","","","","","","44.9170303344727","46.2336196899414","46.8968696594238","49.7003593444824","49.3176002502441","49.9843292236328","52.0124702453613","51.7979888916016","49.305908203125","46.5829887390137","","46.7560386657715","46.0228500366211","43.7445487976074","41.8155899047852","41.3912086486816","40.2549514770508","39.7397499084473","39.4508399963379","39.2038993835449","38.1284408569336","37.6590118408203","37.500789642334","36.9709281921387","36.9709281921387","37.3306007385254","36.9056282043457","36.7398681640625","","","",
"Estonia","EST","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0394592285156","29.4956798553467","34.09130859375","","41.1754417419434","40.9439392089844","44.3736114501953","46.261058807373","43.7170600891113","","41.8620300292969","41.3616600036621","40.2549095153809","40.1288414001465","36.4303398132324","36.4021301269531","29.4152393341064","26.090690612793","","","",
"Ethiopia","ETH","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","28.5184707641602","30.0765495300293","","","","","36.544319152832","37.5880699157715","35.007568359375","31.8010597229004","29.7835903167725","32.3170509338379","38.5012512207031","35.8978004455566","34.4454917907715","33.5193099975586","","","","","","","30.4419193267822","","","26.2792205810547","23.7969303131104","","","","","","","","","","","","24.3283290863037","25.015869140625","25.5950107574463","25.3028106689453","29.3075103759766","","","","",
"European Union","EUU","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.608470916748","","","","","40.852445602417","42.7010593414307","44.5808849334717","43.9886283874512","","40.6708354949951","43.3790397644043","43.3538799285889","42.8973808288574","42.1632308959961","44.3736114501953","43.0164413452148","43.4077796936035","43.0217399597168","42.5692481994629","42.4901599884033","41.3894691467285","42.4763050079345","40.9122295379639","38.5642051696777","38.9118499755859","40.3637809753418","","","",
"Fragile and conflict affected situations","FCS","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","50.3045806884766","48.6945991516113","38.5508918762207","37.6220397949219","35.414119720459","34.210880279541","31.7091598510742","","","42.5450592041016","44.0849189758301","44.0371894836426","46.1243782043457","46.6217384338379","46.3457107543945","45.6100616455078","45.4765701293945","44.125358581543","43.608470916748","43.6724014282227","43.1259918212891","40.8498802185059","39.5429382324219","35.7017593383789","37.9535598754883","36.4107398986816","36.6968383789063","","","39.4676704406738","38.7822914123535","40.0517082214355","40.5549507141113","41.0357818603516","41.0336685180664","41.9343681335449","42.1938781738281","42.5692481994629","42.7962493896484","42.5184288024902","42.4476318359375","42.015251159668","37.9514617919922","37.7798690795898","37.4586601257324","","","",
"Fiji","FJI","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","31.8598499298096","","44.6674880981445","","33.0836410522461","","","","","","37.8886413574219","","","","","","","","","","","","","","","32.5985717773438","","","","","","","15.9447898864746","","","","","","",
"France","FRA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","46.5042495727539","51.015251159668","49.0625381469727","49.1700096130371","42.9692115783691","43.9740180969238","44.4346199035645","44.6039009094238","44.4526100158691","44.4257698059082","44.7663192749023","45.4399604797363","46.0652084350586","45.7228088378906","45.4107704162598","45.6701316833496","45.9268684387207","46.1145782470703","46.1790008544922","46.3635215759277","46.4952507019043","46.7283401489258","46.1166191101074","51.0570983886719","50.7380905151367","50.3016700744629","50.0195617675781","","","50.0169715881348","49.8962783813477","49.840030670166","49.6978797912598","48.9463691711426","48.1061515808105","47.1240692138672","46.9542503356934","45.2566108703613","45.4490203857422","45.2540283203125","45.0326614379883","44.3830184936523","44.3976211547852","43.6844902038574","43.6646995544434","","","",
"Faroe Islands","FRO","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","30.1996803283691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.5364685058594","","","","","","30.127140045166","","","","","","","","","","","","28.2561492919922","31.4232597351074","34.5976104736328","26.1127891540527","28.9387493133545","","","",
"United Kingdom","GBR","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","36.6788291931152","34.6496810913086","35.1941719055176","35.6856307983398","37.2105598449707","39.8290596008301","39.2661514282227","","","39.8477592468262","39.9035491943359","40.5672492980957","40.899341583252","41.7024803161621","42.694019317627","48.0661010742188","48.1380310058594","48.3249397277832","47.8040390014648","46.9640884399414","46.333869934082","44.8408508300781","","44.3622398376465","43.6359596252441","43.9886283874512","","46.0762405395508","46.7077598571777","48.7332992553711","48.3563003540039","47.1480712890625","48.2742309570313","47.8820915222168","45.3887786865234","43.314380645752","45.1086196899414","47.0394401550293","48.9195709228516","48.3180389404297","41.5705986022949","","40.1386413574219","41.1321487426758","41.035831451416","","",
"Georgia","GEO","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9694595336914","","","29.044189453125","32.1288299560547","","","","","",
"Ghana","GHA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","30.8225898742676","29.4724502563477","","26.2248992919922","29.3359203338623","45.4787788391113","48.0456504821777","","43.9386901855469","45.378360748291","41.1327095031738","44.4584083557129","","","","41.1024513244629","33.4198112487793","38.240909576416","","","","","","","","","","","","","39.5753402709961","","","34.1323204040527","32.5161094665527","37.2541313171387","34.8236389160156","33.9620704650879","38.0171585083008","37.1172714233398","27.355260848999","40.7826309204102","37.1651992797852","36.9818801879883","","","",
"Gibraltar","GIB","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","37.1699485778809","","","","","","","28.321439743042","30.5003204345703","29.139289855957","","","","","","","","","","","","","","","13.9900503158569","24.0942497253418","24.8582191467285","21.5236797332764","22.9774799346924","25.1507205963135","21.8520793914795","","","",
"Gambia, The","GMB","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","19.1941394805908","24.473539352417","","","19.8402404785156","24.1480102539063","20.3057708740234","23.7816390991211","","","21.7729091644287","16.8686408996582","","","","","14.81077003479","15.2919702529907","19.0372695922852","22.2919006347656","23.0954303741455","21.8736190795898","21.3058891296387","29.0306396484375","30.0559101104736","23.4010601043701","27.1564502716064","31.3587303161621","35.496410369873","","","","",
"Guinea-Bissau","GNB","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6663093566895","41.4356803894043","36.408390045166","30.4440803527832","","","","",
"Equatorial Guinea","GNQ","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7253799438477","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","30.5142498016357","28.5533504486084","","29.3261108398438","28.0417900085449","27.2212600708008","28.1894798278809","29.5218906402588","30.550500869751","","","38.6449089050293","37.0852508544922","40.7249298095703","40.0155906677246","","40.8493309020996","41.5706214904785","43.3805313110352","42.7075996398926","43.1838989257813","43.6155014038086","","","","","","","33.3624610900879","34.1622581481934","40.6701583862305","35.3747100830078","34.1382598876953","36.4531593322754","33.6433410644531","33.9436111450195","","","","","","","","","","","","",
"Grenada","GRD","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7757110595703","","","","","","","","","","","","","23.3706893920898","",
"Greenland","GRL","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","19.4207401275635","19.2249298095703","","","","","15.6976699829102","","","","","","","","","","","","","","","","","11.6682100296021","13.8671798706055","12.0226097106934","12.6421804428101","","","","","","","","","","10.1050796508789","12.6046600341797","12.8190498352051","","14.8155298233032","12.5417804718018","13.0659503936768","14.3073797225952","13.8310403823853","12.8853101730347","13.3103799819946","",
"Guam","GUM","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","41.7752113342285","","","","","","","33.9082107543945","","51.2495994567871","","","","32.81005859375","28.5648899078369","","","","","","","","","","","","","","","","","","23.5144901275635","","26.4802093505859","","32.3521995544434","26.8301906585693","","30.4307193756104","33.4387702941895","33.3771514892578","33.2506904602051","","","","","",
"High income","HIC","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","29.2185707092285","31.3811197280884","29.7052001953125","","","32.8526954650879","32.5175094604492","","","","","","","","","","","","","41.6167793273926","39.5829391479492","41.7198104858399","40.1611404418945","","39.6817588806152","39.8139705657959","39.7900314331055","39.9176788330078","39.6401405334473","40.3955459594727","40.3867092132569","40.3856315612793","40.1969051361084","40.5370216369629","40.5676441192627","40.2549095153809","39.6499710083008","37.5496482849121","37.9609565734863","37.7798690795898","37.804859161377","","","",
"Hong Kong SAR, China","HKG","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","23.0602493286133","22.8773193359375","25.3623790740967","27.3896007537842","29.2164897918701","29.7052001953125","29.4904594421387","29.6188106536865","","32.5175094604492","35.956371307373","50.377010345459","37.5939903259277","38.875","40.3415489196777","","","","","40.0090713500977","","37.3567886352539","","","","34.9918098449707","","","","","","31.8486003875732","32.1485710144043","32.4920082092285","33.8157196044922","33.1484413146973","34.0200996398926","34.0548095703125","26.87912940979","35.5374298095703","35.1455116271973","33.5788192749023","30.4882507324219","31.3134899139404","33.912971496582","33.0454483032227","32.6327781677246",
"Honduras","HND","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","20.6828193664551","18.5974006652832","19.6491298675537","","","","","","","","","","","","","","17.3839797973633","21.9907608032227","","","","","","","","","","","","","","","","","","25.2904090881348","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.2894449234009","26.2243299484253","26.6937294006348","27.922064781189","26.6000900268555","26.4873600006104","","","","",
"Croatia","HRV","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","23.3018093109131","17.2747001647949","16.3961296081543","16.5795707702637","16.8722095489502","","","","","","21.0775508880615","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","25.7572002410889","27.465950012207","25.5963001251221","25.7051906585693","25.9102306365967","25.9341201782227","23.2656402587891","23.0396194458008","22.0884399414063","20.6059494018555","19.6240406036377","20.1054191589355","19.1242809295654","23.4633502960205","19.0846004486084","23.0857391357422","24.769889831543","25.4228992462158","26.1801204681396","25.5791702270508","25.8352699279785","","26.738000869751","25.9601993560791","24.7472400665283","45.5258102416992","46.7292213439941","","40.4455413818359","40.160270690918","40.4755592346191","39.0978889465332","39.4601402282715","45.8085098266602","41.2226486206055","40.3856315612793","40.3726501464844","41.4151916503906","41.4574699401855","40.639820098877","40.3003196716309","39.3475799560547","","34.5054016113281","42.767650604248","","","",
"IBRD only","IBD","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.7409095764161","34.2069835662842","","","","","",
"IDA & IBRD total","IBT","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.6811695098877","31.4232597351074","32.5812301635742","30.3096199035645","","","","",
"IDA total","IDA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.9039506912232","29.3107795715332","29.0406608581542","26.7140893936157","","","","",
"IDA blend","IDB","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.3690013885498","","34.3000144958496","","","",
"Indonesia","IDN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","38.5239715576172","","","","","","","","","","","","","","","","","51.9791793823242","","","","","","","","","","","","","","","","","","25.1070804595947","25.2595291137695","25.4962501525879","24.3205299377441","","26.0377902984619","26.0353908538818","26.7993297576904","26.9960498809814","","",
"IDA only","IDX","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.4057998657227","27.922064781189","28.484260559082","26.6110095977783","","","","",
"Isle of Man","IMN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.8022193908691","40.0906181335449","","","41.6658897399902","41.6194610595703","42.8883514404297","42.5000801086426","","","34.918270111084","36.9851989746094","36.9625396728516","38.7324981689453","41.3529396057129","","","","",
"Not classified","INX","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","43.9046096801758","41.985668182373","41.942569732666","41.506591796875","","36.677978515625","38.137451171875","40.8863906860352","41.1249618530273","41.3050689697266","41.3848304748535","42.135799407959","41.4446716308594","41.1268081665039","40.3235702514648","40.1663589477539","40.2118301391602","40.6142387390137","40.9236602783203","39.5575790405273","39.7828903198242","38.7877502441406","40.0881118774414","41.0398788452148","41.5992393493652","40.8969802856445","","37.5552291870117","36.544189453125","34.1263084411621","34.4124488830566","34.3971214294434","35.3127899169922","35.3210983276367","34.833309173584","34.7898406982422","34.3409118652344","34.8566818237305","33.6471710205078","33.8131294250488","34.0152816772461","33.4267616271973","33.4773788452148","33.3462982177734","","","",
"Iran, Islamic Rep.","IRN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","24.4985694885254","29.6049194335938","31.6564502716064","33.5613708496094","29.2749004364014","","21.4333095550537","","","","39.1281700134277","38.2653388977051","44.7933006286621","34.8502883911133","38.6421890258789","40.3835983276367","40.2158088684082","40.1918601989746","40.5365905761719","40.7257118225098","42.8821487426758","42.253719329834","43.9118995666504","","36.9836196899414","35.5517692565918","","","","","34.8206901550293","36.3292999267578","36.0073890686035","35.8815803527832","34.6241989135742","46.8486099243164","48.1609916687012","48.8865814208984","49.4076881408691","49.1823501586914","39.2791786193848","41.4285202026367","45.3043403625488","39.6676406860352","37.887149810791","36.5299606323242","",
"Iraq","IRQ","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","15.5816497802734","","","22.0545291900635","","","","","","","","","27.41090965271","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7785205841064","","","39.9305992126465","41.9893684387207","","43.7718315124512","","","33.8564186096191","32.46630859375","34.775089263916","34.2139511108398","34.5466003417969","34.582160949707","33.6492385864258","33.6147994995117","32.5758895874023","31.9235000610352","31.964599609375","31.150390625","31.7480201721191","28.0010604858398","27.9420700073242","","","","",
"Israel","ISR","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","24.3228893280029","26.0966491699219","26.8948001861572","26.5522308349609","28.4162998199463","27.7352600097656","30.4325199127197","29.7346496582031","29.3134994506836","30.0550708770752","29.2199001312256","31.1831607818604","30.9635391235352","30.9008598327637","32.726619720459","32.5858306884766","32.5943603515625","32.0985717773438","32.3933601379395","31.8681297302246","31.6077098846436","31.204439163208","","","","29.3495693206787","29.9605007171631","30.0336208343506","29.7365093231201","29.8183708190918","28.9126796722412","29.4445209503174","28.9107208251953","28.8539791107178","27.6062393188477","28.9858093261719","26.8460292816162","25.6540508270264","25.4502506256104","30.5573806762695","29.2173099517822","29.0983695983887","","","",
"Italy","ITA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","38.5042991638184","41.8009490966797","44.1719703674316","","47.7287788391113","40.4470901489258","","","","36.9679794311523","34.4582405090332","33.9930000305176","33.6462097167969","","44.5131797790527","","","","","48.0610809326172","47.619800567627","46.7098083496094","48.092041015625","","46.777961730957","46.0909996032715","46.0909996032715","48.7097206115723","46.0909996032715","47.0518989562988","46.0108985900879","46.5005111694336","46.2350196838379","45.0747985839844","44.5929183959961","43.1121711730957","42.9353904724121","42.4705085754395","","42.7024917602539","42.4111518859863","","","",
"Jamaica","JAM","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","31.4944496154785","33.8268699645996","36.8848495483398","38.2309303283691","39.7848587036133","","","","","","","","32.5681114196777","32.7939682006836","","34.5539703369141","30.151330947876","30.8980693817139","32.987548828125","34.216869354248","32.7328491210938","34.3908615112305","37.9947700500488","37.5720481872559","37.4875183105469","","","","","","41.2742881774902","41.9187698364258","37.9723014831543","","35.166389465332","42.6324081420898","37.052188873291","36.5675201416016","39.7851791381836","39.1600189208984","39.7438087463379","31.4493598937988","39.4427185058594","38.9437484741211","38.9437484741211",
"Jordan","JOR","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5838088989258","","39.5938682556152","","","","","","","","","","","","","","","","","37.0102310180664","",
"Japan","JPN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","37.8898582458496","37.5339317321777","37.3992004394531","37.0709190368652","37.7220687866211","37.5707015991211","36.6657485961914","36.0999183654785","35.3902587890625","34.7344017028809","34.5065612792969","34.9032096862793","35.5196990966797","","","","35.8748817443848","35.4233093261719","34.9492683410645","","","","43.0506286621094","42.1534004211426","41.8403816223145","","","42.1457099914551","41.226619720459","39.9587516784668","39.7836494445801","39.820140838623","38.9517784118652","38.2622604370117","38.3722991943359","38.0699996948242","37.6197700500488","37.4669799804688","","36.7893714904785","38.2433700561523","38.146541595459","38.3674087524414","37.804859161377","","","",
"Kazakhstan","KAZ","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.0056114196777","","","","","","","","","","","","","","","","","","65.7600479125977","68.5617370605469","",
"Kenya","KEN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","33.5759506225586","31.0692596435547","28.1301193237305","25.419979095459","23.6055908203125","20.9002895355225","22.098539352417","","","16.8309593200684","17.0273704528809","17.3524398803711","18.3564395904541","15.4734802246094","18.2484302520752","18.6502304077148","","18.0894107818604","20.4916191101074","","","20.3156204223633","19.9292602539063","21.596700668335","","","","","","17.3616600036621","19.4018001556396","","20.8507404327393","23.4095401763916","","21.677770614624","","","","","42.5532417297363","41.7631492614746","43.070499420166","43.1241798400879","41.763671875","","",
"Kyrgyz Republic","KGZ","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.1690902709961","","","11.242730140686","","","","","","","","41.0420303344727","42.4684295654297","43.2862091064453","44.0897789001465","41.5395011901855","44.0513381958008","","","",
"Kiribati","KIR","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","39.5765495300293","47.902099609375","","","31.2062892913818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","40.3062896728516","","56.5964317321777","","55.6936492919922","","56.8403396606445","46.401538848877","","","43.1100082397461","","","24.2667808532715","","","","","","","","","","","","","","","","","40.242000579834","","",
"Korea, Rep.","KOR","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","20.9914398193359","22.4771099090576","27.3193607330322","24.0043506622314","","37.123779296875","25.1567802429199","32.6483688354492","","32.0412292480469","33.7961196899414","18.5407009124756","34.0745391845703","32.7527885437012","35.7648887634277","37.8490600585938","38.4098892211914","39.3242607116699","31.153829574585","30.09494972229","33.4681091308594","38.8103713989258","39.6001396179199","39.7483215332031","34.3904800415039","36.642879486084","","","37.7360610961914","37.2790298461914","","39.1819305419922","43.4053192138672","41.4124908447266","41.4858512878418","41.5093612670898","42.0392303466797","42.3586883544922","39.3694190979004","38.2199783325195","","","37.8772010803223","43.4314918518066","40.9494400024414","39.3555183410645","","",
"Kuwait","KWT","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","47.7732315063477","20.0123901367188","19.8948802947998","16.5710792541504","34.7128295898438","","17.2361907958984","","","23.211669921875","","","16.984130859375","17.1424808502197","","","","","","11.7370796203613","","","","14.28773021698","0","","","","","36.7251586914063","","35.8363914489746","36.2289199829102","36.2113609313965","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9907608032227","","","","","29.9106502532959","","","","","","29.7911491394043","30.4359750747681","30.1869096755982","30.248010635376","30.2537899017334","31.3233299255371","31.8679103851318","33.3161392211914","31.1244697570801","","","",
"Lao PDR","LAO","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7017097473145","","","","27.6365394592285","31.8191509246826","","","","","18.9966297149658","","","","","","","31.4771709442139","29.8938999176025","36.0980415344238","34.1945495605469","37.7192115783691","38.5967903137207","","","",
"Lebanon","LBN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4969005584717","18.764289855957","0","0","","","","","","","","","","","","","","","","14.7285995483398","17.0917701721191","","","","",
"Liberia","LBR","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","37.6412582397461","","24.5206394195557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.488109588623","","","","","",
"Libya","LBY","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","30.0760707855225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","26.9397506713867","41.9781494140625","30.1042995452881","31.9169406890869","28.2456302642822","","","","","","42.2110404968262","","","","26.9716796875","","","","","","","","18.6083507537842","","","","","26.0276508331299","","","","","33.3989715576172","","","","","44.0928497314453","45.5844116210938","45.075569152832","45.7140998840332","38.8850212097168","40.3403205871582","43.8154411315918","30.7980003356934","",
"Latin America & Caribbean","LCN","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5413150787354","","","","","34.0818843841553","","31.8876895904541","","35.1024398803711","","32.7961444854736","33.2736644744873","32.1459341049194","31.2865505218506","31.51123046875","31.9373950958252","32.4297857284545","32.0323848724365","30.7995796203613","","","",
"Least developed countries: UN classification","LDC","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0497646331788","27.3560104370117","27.8053207397461","26.6110095977783","","","","",
"Low income","LIC","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5250101089478","27.3560104370117","25.3948593139648","26.4850597381592","","","","",
"Liechtenstein","LIE","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.5805511474609","42.5540390014648","","47.2583198547363","47.248649597168","52.3861198425293","","","47.4283790588379","","","","","","",
